corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
tg,k4xx.0,Marino Caboga,de,"Arnim, Ludwig Achim von",118504177,,,0,1826,0,0
