corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
tg,vn3b.0,566,32316,0,587,17088,0
tg,vn3b.0,566,32316,0,17102,17852,0
tg,vn3b.0,566,32316,0,17866,23402,0
tg,vn3b.0,566,32316,0,23417,32316,0
tg,vn3b.0,32334,66759,0,32356,44624,0
tg,vn3b.0,32334,66759,0,44639,61876,0
tg,vn3b.0,32334,66759,0,61891,66759,0
tg,vn3b.0,66776,104694,0,66798,72906,0
tg,vn3b.0,66776,104694,0,72921,77916,0
tg,vn3b.0,66776,104694,0,77930,90391,0
tg,vn3b.0,66776,104694,0,90405,96451,0
tg,vn3b.0,66776,104694,0,96465,104694,0
tg,vn3b.0,104712,136670,0,104734,108814,0
tg,vn3b.0,104712,136670,0,108828,120235,0
tg,vn3b.0,104712,136670,0,120250,120972,0
tg,vn3b.0,104712,136670,0,120986,125397,0
tg,vn3b.0,104712,136670,0,125411,132196,0
tg,vn3b.0,104712,136670,0,132211,134827,0
tg,vn3b.0,104712,136670,0,134841,136670,0
tg,vn3b.0,136687,152797,0,136709,137564,0
tg,vn3b.0,136687,152797,0,137578,138925,0
tg,vn3b.0,136687,152797,0,138939,139251,0
tg,vn3b.0,136687,152797,0,139265,152797,0
