corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
tg,x3d6.0,714,40904,0,714,40904,0
tg,x3d6.0,40919,74064,0,40919,74064,0
tg,x3d6.0,74078,107028,0,74078,107028,0
tg,x3d6.0,107042,136054,0,107042,136054,0
tg,x3d6.0,136068,161365,0,136068,161365,0
