corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
tg,n2m1.0,2973,6924,0,,,
tg,n2m1.0,7172,18249,0,7186,15092,0
tg,n2m1.0,7172,18249,0,15107,18249,0
tg,n2m1.0,18265,30953,0,18279,20445,0
tg,n2m1.0,18265,30953,0,20460,22400,0
tg,n2m1.0,18265,30953,0,22415,26602,0
tg,n2m1.0,18265,30953,0,26617,30953,0
tg,n2m1.0,30969,41680,0,30983,33459,0
tg,n2m1.0,30969,41680,0,33473,34617,0
tg,n2m1.0,30969,41680,0,34632,38025,0
tg,n2m1.0,30969,41680,0,38040,41680,0
tg,n2m1.0,41696,53480,0,41710,45974,0
tg,n2m1.0,41696,53480,0,45988,53480,0
tg,n2m1.0,53496,64415,0,53510,55718,0
tg,n2m1.0,53496,64415,0,55733,56849,0
tg,n2m1.0,53496,64415,0,56864,64415,0
