corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
tg,tg23.0,16266,66365,0,16280,25022,0
tg,tg23.0,16266,66365,0,25037,35248,0
tg,tg23.0,16266,66365,0,35262,42380,0
tg,tg23.0,16266,66365,0,42394,54082,0
tg,tg23.0,16266,66365,0,54096,66365,0
tg,tg23.0,73704,140739,0,73718,84450,0
tg,tg23.0,73704,140739,0,84465,86820,0
tg,tg23.0,73704,140739,0,86835,93467,0
tg,tg23.0,73704,140739,0,93481,103128,0
tg,tg23.0,73704,140739,0,103143,108724,0
tg,tg23.0,73704,140739,0,108738,116659,0
tg,tg23.0,73704,140739,0,116673,132011,0
tg,tg23.0,73704,140739,0,132026,140739,0
tg,tg23.0,166580,261324,0,166594,176780,0
tg,tg23.0,166580,261324,0,176795,183446,0
tg,tg23.0,166580,261324,0,183461,190563,0
tg,tg23.0,166580,261324,0,190577,204539,0
tg,tg23.0,166580,261324,0,204553,216419,0
tg,tg23.0,166580,261324,0,216433,221526,0
tg,tg23.0,166580,261324,0,221540,238698,0
tg,tg23.0,166580,261324,0,238712,250749,0
tg,tg23.0,166580,261324,0,250763,261324,0
