corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
tg,r134.0,Die neue Arria,de,"Klinger, Friedrich Maximilian",118563319,,,1775,1776,0,0
