corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
tg,pj21.0,Sophia,de,"Hallmann, Johann Christian",118701142,,,0,0,0,0
