corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
tg,vn4q.0,735,2100,0,,,
tg,vn4q.0,2113,41918,0,2134,8172,0
tg,vn4q.0,2113,41918,0,8186,24009,0
tg,vn4q.0,2113,41918,0,24024,41918,0
tg,vn4q.0,41935,72146,0,41957,48609,0
tg,vn4q.0,41935,72146,0,48623,58636,0
tg,vn4q.0,41935,72146,0,58650,72146,0
tg,vn4q.0,72163,105843,0,72185,79907,0
tg,vn4q.0,72163,105843,0,79921,90888,0
tg,vn4q.0,72163,105843,0,90902,105843,0
tg,vn4q.0,105861,138731,0,105883,109904,0
tg,vn4q.0,105861,138731,0,109918,115710,0
tg,vn4q.0,105861,138731,0,115724,116417,0
tg,vn4q.0,105861,138731,0,116432,123816,0
tg,vn4q.0,105861,138731,0,123830,138731,0
tg,vn4q.0,138748,174045,0,138770,144484,0
tg,vn4q.0,138748,174045,0,144499,154858,0
tg,vn4q.0,138748,174045,0,154874,160892,0
tg,vn4q.0,138748,174045,0,160906,163133,0
tg,vn4q.0,138748,174045,0,163148,165568,0
tg,vn4q.0,138748,174045,0,165582,167498,0
tg,vn4q.0,138748,174045,0,167513,168019,0
tg,vn4q.0,138748,174045,0,168033,169041,0
tg,vn4q.0,138748,174045,0,169057,170375,0
tg,vn4q.0,138748,174045,0,170390,171082,0
tg,vn4q.0,138748,174045,0,171096,174045,0
