corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
tg,sj74.0,Die Tugend auf der Schaubühne; oder: Harlekin's Heirath,de,"Möser, Justus",11858314X,,,0,0,0,0
