corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
tg,11gn9.0,Satyros oder der vergötterte Waldteufel,de,"Goethe, Johann Wolfgang",,,,1773,1817,0,0
