corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
tg,p8vz.0,2521,17838,0,2521,17838,0
tg,p8vz.0,17852,27395,0,17852,27395,0
tg,p8vz.0,27408,61103,0,27408,61103,0
