corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
tg,tfsf.0,54342,110909,0,54356,59708,0
tg,tfsf.0,54342,110909,0,59720,73129,0
tg,tfsf.0,54342,110909,0,73144,83814,0
tg,tfsf.0,54342,110909,0,83829,101383,0
tg,tfsf.0,54342,110909,0,101398,110909,0
tg,tfsf.0,110925,166216,0,110939,114635,0
tg,tfsf.0,110925,166216,0,114648,137933,0
tg,tfsf.0,110925,166216,0,137947,148559,0
tg,tfsf.0,110925,166216,0,148571,154475,0
tg,tfsf.0,110925,166216,0,154488,166216,0
tg,tfsf.0,166252,174587,0,,,
tg,tfsf.0,174599,189582,0,,,
tg,tfsf.0,189597,211530,0,,,
tg,tfsf.0,211546,282231,0,211560,216250,0
tg,tfsf.0,211546,282231,0,216262,232297,0
tg,tfsf.0,211546,282231,0,232309,244381,0
tg,tfsf.0,211546,282231,0,244396,265906,0
tg,tfsf.0,211546,282231,0,265921,282231,0
