corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
tg,w407.0,570,36318,0,584,2207,0
tg,w407.0,570,36318,0,2221,6305,0
tg,w407.0,570,36318,0,6320,11192,0
tg,w407.0,570,36318,0,11206,15033,0
tg,w407.0,570,36318,0,15047,18595,0
tg,w407.0,570,36318,0,18610,19963,0
tg,w407.0,570,36318,0,19977,23240,0
tg,w407.0,570,36318,0,23254,25125,0
tg,w407.0,570,36318,0,25140,31598,0
tg,w407.0,570,36318,0,31612,33243,0
tg,w407.0,570,36318,0,33258,36318,0
tg,w407.0,36334,68424,0,36348,37251,0
tg,w407.0,36334,68424,0,37266,38519,0
tg,w407.0,36334,68424,0,38534,40050,0
tg,w407.0,36334,68424,0,40064,40623,0
tg,w407.0,36334,68424,0,40637,41635,0
tg,w407.0,36334,68424,0,41649,42634,0
tg,w407.0,36334,68424,0,42648,50940,0
tg,w407.0,36334,68424,0,50954,52519,0
tg,w407.0,36334,68424,0,52533,61251,0
tg,w407.0,36334,68424,0,61265,62108,0
tg,w407.0,36334,68424,0,62123,67207,0
tg,w407.0,36334,68424,0,67221,68424,0
tg,w407.0,68440,110448,0,68454,71207,0
tg,w407.0,68440,110448,0,71221,72309,0
tg,w407.0,68440,110448,0,72323,75025,0
tg,w407.0,68440,110448,0,75039,78299,0
tg,w407.0,68440,110448,0,78313,78903,0
tg,w407.0,68440,110448,0,78918,83618,0
tg,w407.0,68440,110448,0,83632,87243,0
tg,w407.0,68440,110448,0,87257,87775,0
tg,w407.0,68440,110448,0,87789,91054,0
tg,w407.0,68440,110448,0,91068,91807,0
tg,w407.0,68440,110448,0,91821,92835,0
tg,w407.0,68440,110448,0,92850,94833,0
tg,w407.0,68440,110448,0,94847,95094,0
tg,w407.0,68440,110448,0,95108,105150,0
tg,w407.0,68440,110448,0,105165,109347,0
tg,w407.0,68440,110448,0,109362,109920,0
tg,w407.0,68440,110448,0,109934,110448,0
tg,w407.0,110464,144097,0,110478,111538,0
tg,w407.0,110464,144097,0,111552,114593,0
tg,w407.0,110464,144097,0,114607,116409,0
tg,w407.0,110464,144097,0,116423,117002,0
tg,w407.0,110464,144097,0,117017,121827,0
tg,w407.0,110464,144097,0,121841,122379,0
tg,w407.0,110464,144097,0,122393,125140,0
tg,w407.0,110464,144097,0,125154,128251,0
tg,w407.0,110464,144097,0,128265,128694,0
tg,w407.0,110464,144097,0,128708,133978,0
tg,w407.0,110464,144097,0,133992,135339,0
tg,w407.0,110464,144097,0,135353,141974,0
tg,w407.0,110464,144097,0,141988,144097,0
