corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
tg,k1fb.0,281,94245,0,281,40013,0
tg,k1fb.0,281,94245,0,40028,50709,0
tg,k1fb.0,281,94245,0,50723,71857,0
tg,k1fb.0,281,94245,0,71872,82465,0
