corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
tg,11g9w.0,656,36522,0,656,36522,0
tg,11g9w.0,36535,70507,0,36535,70507,0
tg,11g9w.0,70520,85668,0,70520,85668,0
tg,11g9w.0,85681,122186,0,85681,122186,0
tg,11g9w.0,122200,163361,0,122200,163361,0
