corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
tg,v3sh.0,378,32272,0,392,4575,0
tg,v3sh.0,378,32272,0,4590,12658,0
tg,v3sh.0,378,32272,0,12672,13537,0
tg,v3sh.0,378,32272,0,13551,16602,0
tg,v3sh.0,378,32272,0,16616,26052,0
tg,v3sh.0,378,32272,0,26066,30393,0
tg,v3sh.0,378,32272,0,30408,32272,0
tg,v3sh.0,32288,78165,0,32302,46711,0
tg,v3sh.0,32288,78165,0,46725,50884,0
tg,v3sh.0,32288,78165,0,50899,64056,0
tg,v3sh.0,32288,78165,0,64070,67268,0
tg,v3sh.0,32288,78165,0,67283,78165,0
tg,v3sh.0,78181,108739,0,78195,78898,0
tg,v3sh.0,78181,108739,0,78912,80169,0
tg,v3sh.0,78181,108739,0,80183,84208,0
tg,v3sh.0,78181,108739,0,84223,87366,0
tg,v3sh.0,78181,108739,0,87381,91456,0
tg,v3sh.0,78181,108739,0,91470,92065,0
tg,v3sh.0,78181,108739,0,92079,99206,0
tg,v3sh.0,78181,108739,0,99221,108739,0
tg,v3sh.0,108755,135490,0,108769,119893,0
tg,v3sh.0,108755,135490,0,119907,122355,0
tg,v3sh.0,108755,135490,0,122369,124091,0
tg,v3sh.0,108755,135490,0,124106,124629,0
tg,v3sh.0,108755,135490,0,124643,126659,0
tg,v3sh.0,108755,135490,0,126674,128304,0
tg,v3sh.0,108755,135490,0,128318,129379,0
tg,v3sh.0,108755,135490,0,129394,134958,0
tg,v3sh.0,108755,135490,0,134972,135490,0
tg,v3sh.0,135504,150251,0,135518,136549,0
tg,v3sh.0,135504,150251,0,136563,137282,0
tg,v3sh.0,135504,150251,0,137296,138517,0
tg,v3sh.0,135504,150251,0,138532,142281,0
tg,v3sh.0,135504,150251,0,142296,143364,0
tg,v3sh.0,135504,150251,0,143378,146509,0
tg,v3sh.0,135504,150251,0,146524,149315,0
tg,v3sh.0,135504,150251,0,149330,150251,0
